Processo;Cidade;Estado;Tipo;Metragem;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0284700-47.1992.5.02.0058;São Paulo;SP;Apartamento;61,14 m²;Rua José Coimbra nº 333, ap. 72, Vila Andrade, 13º Subdistrito Butantã, São Paulo/SP;R$ 350.000,00;40%;16/07/2026;16/07/2026;R$ 140.000,00;R$ 4.200,00;R$ 7.000,00;R$ 7.000,00;R$ 7.000,00;R$ 165.200,00;18480000,00%;20;VERMELHO;
0170200-06.1998.5.02.0042;São Paulo;SP;Título Patrimonial;0,00 m²;Avenida Paulista, 735, Bela Vista;R$ 350.000,00;20%;16/07/2026;16/07/2026;R$ 70.000,00;R$ 2.100,00;R$ 3.500,00;R$ 3.500,00;R$ 3.500,00;R$ 82.600,00;26740000,00%;65;AMARELO;
0106000-18.2007.5.02.0351;Sorocaba;SP;Casa;200,00 m²;Rua Ismael Dias Toledo Filho, nº 122, Parque Laranjeiras, Sorocaba/SP;R$ 350.000,00;40%;16/07/2026;16/07/2026;R$ 140.000,00;R$ 4.200,00;R$ 7.000,00;R$ 7.000,00;R$ 7.000,00;R$ 165.200,00;18480000,00%;50;VERMELHO;
0011607-12.2015.5.01.0008;Aquiraz;CE;Casa Duplex;92,86 m²;CONDOMÍNIO RESIDENCIAL VIDA BOA ORQUÍDEAS, Casa Duplex N°31, Tipo A, Cabeceira da Roça, com frente para Rua João de Castro e fundos para Rua Francisca de Castro;R$ 350.000,00;50%;26/05/2026;28/05/2026;R$ 175.000,00;R$ 5.250,00;R$ 8.750,00;R$ 8.750,00;R$ 8.750,00;R$ 206.500,00;14350000,00%;82;VERDE;
0011607-12.2015.5.01.0008;Aquiraz;CE;Casa;92,86 m²;Casa Duplex N°31, Tipo A, Condomínio Residencial Vida Boa Orquídeas, lugar denominado Cabeceira da Roça, Rua João de Castro;R$ 350.000,00;50%;26/05/2026;28/05/2026;R$ 175.000,00;R$ 5.250,00;R$ 8.750,00;R$ 8.750,00;R$ 8.750,00;R$ 206.500,00;14350000,00%;88;VERDE;
0011607-12.2015.5.01.0008;Aquiraz;CE;Casa Duplex;92,86 m²;CASA DUPLEX DE N°31, Tipo A, do CONDOMÍNIO RESIDENCIAL VIDA BOA ORQUÍDEAS, com frente para a Rua João de Castro, e fundos para a Rua Francisca de Castro, Cabeceira da Roça, Aquiraz, CE.;R$ 350.000,00;50%;26/05/2026;28/05/2026;R$ 175.000,00;R$ 5.250,00;R$ 8.750,00;R$ 8.750,00;R$ 8.750,00;R$ 206.500,00;14350000,00%;85;VERDE;
0011607-12.2015.5.01.0008;Aquiraz;CE;Casa Duplex;92,86 m²;CASA DUPLEX DE N°31, Tipo A, do CONDOMÍNIO RESIDENCIAL VIDA BOA ORQUÍDEAS, no lugar denominado CABECEIRA DA ROÇA, com frente para a Rua João de Castro, lado ímpar, e com fundos correspondentes para a Rua Francisca de Castro, lado par, Aquiraz, Ceará.;R$ 350.000,00;50%;26/05/2026;28/05/2026;R$ 175.000,00;R$ 5.250,00;R$ 8.750,00;R$ 8.750,00;R$ 8.750,00;R$ 206.500,00;14350000,00%;88;VERDE;
0011607-12.2015.5.01.0008;Aquiraz;CE;Casa Duplex;92,86 m²;CONDOMÍNIO RESIDENCIAL VIDA BOA ORQUÍDEAS, Casa DUPLEX N°31, Tipo A, lugar denominado CABECEIRA DA ROÇA, com frente para a Rua João de Castro, e fundos para a Rua Francisca de Castro, Aquiraz, Ceará.;R$ 350.000,00;50%;26/05/2026;28/05/2026;R$ 175.000,00;R$ 5.250,00;R$ 8.750,00;R$ 8.750,00;R$ 8.750,00;R$ 206.500,00;14350000,00%;85;VERDE;
1000933-89.2022.5.02.0070;Santa Isabel;SP;Terreno;812,33 m²;Rua Tamanduá, quadra 72, lote 07, Loteamento Residencial Terras Altas, Santa Isabel/SP;R$ 340.000,00;50%;04/08/2026;04/08/2026;R$ 170.000,00;R$ 5.100,00;R$ 8.500,00;R$ 8.500,00;R$ 8.500,00;R$ 200.600,00;13940000,00%;40;VERMELHO;
0000285-45.2005.8.16.0115;Matelândia;PR;Terreno com Benfeitorias;468,69 m²;Avenida Argemiro Luis Fontana, 560, Jardim Tropical, Matelândia/PR;R$ 330.079,31;60%;18/05/2026;26/05/2026;R$ 198.047,59;R$ 5.941,43;R$ 9.902,38;R$ 9.902,38;R$ 9.902,38;R$ 233.696,15;9638315,85%;50;VERMELHO;
0010542-52.2022.5.03.0049;Barbacena;MG;Ônibus;0,00 m²;Rua Pedro Celestino Nepomuceno, 10, Paulo VI, Conselheiro Lafaiete/MG;R$ 330.000,00;50%;06/05/2026;06/05/2026;R$ 165.000,00;R$ 4.950,00;R$ 8.250,00;R$ 8.250,00;R$ 8.250,00;R$ 194.700,00;13530000,00%;60;AMARELO;
0010542-52.2022.5.03.0049;Conselheiro Lafaiete;MG;Veículo;0,00 m²;Rua Pedro Celestino Nepomuceno, 10, Paulo VI, Conselheiro Lafaiete/MG;R$ 330.000,00;50%;06/05/2026;06/05/2026;R$ 165.000,00;R$ 4.950,00;R$ 8.250,00;R$ 8.250,00;R$ 8.250,00;R$ 194.700,00;13530000,00%;80;VERDE;
0010542-52.2022.5.03.0049;Barbacena;MG;Ônibus;0,00 m²;Rua Pedro Celestino Nepomuceno, 10, Paulo VI, Conselheiro Lafaiete/MG;R$ 330.000,00;50%;06/05/2026;06/05/2026;R$ 165.000,00;R$ 4.950,00;R$ 8.250,00;R$ 8.250,00;R$ 8.250,00;R$ 194.700,00;13530000,00%;78;AMARELO;
0010542-52.2022.5.03.0049;Conselheiro Lafaiete;MG;Ônibus;0,00 m²;Rua Pedro Celestino Nepomuceno, 10, Paulo VI, Conselheiro Lafaiete/MG;R$ 330.000,00;50%;06/05/2026;06/05/2026;R$ 165.000,00;R$ 4.950,00;R$ 8.250,00;R$ 8.250,00;R$ 8.250,00;R$ 194.700,00;13530000,00%;68;AMARELO;
1001432-62.2023.5.02.0321;Praia Grande;SP;Casa;140,00 m²;Av. Guido Mangioca, nº 763, Maracanã, Praia Grande/SP;R$ 330.000,00;61%;16/07/2026;16/07/2026;R$ 199.980,00;R$ 5.999,40;R$ 9.999,00;R$ 9.999,00;R$ 9.999,00;R$ 235.976,40;9402360,00%;70;AMARELO;
5000014-44.2019.8.13.0405;Martinho Campos;MG;Casa;0,00 m²;N/D;R$ 324.534,05;50%;27/04/2026;23/11/2026;R$ 162.267,03;R$ 4.868,01;R$ 8.113,35;R$ 8.113,35;R$ 8.113,35;R$ 191.475,09;13305896,05%;65;AMARELO;
0002486-34.2022.8.16.0173;Douradina;PR;Imóvel rural;36.300,00 m²;Estrada PR-680 que liga a cidade de Douradina-Pr, ao Distrito de Vila Formosa aproximadamente 4 Km da cidade;R$ 322.822,00;60%;11/06/2026;26/06/2026;R$ 193.693,20;R$ 5.810,80;R$ 9.684,66;R$ 9.684,66;R$ 9.684,66;R$ 228.557,98;9426402,40%;40;VERMELHO;
0001877-13.2019.8.16.0058;Campo Mourão;PR;Apartamento;82,48 m²;APARTAMENTO Nº 221, Bloco B-2, EDIFÍCIO RESIDENCIAL VALÊNCIA, Rua Santos Dumont, Campo Mourão/PR;R$ 321.170,91;50%;11/05/2026;25/05/2026;R$ 160.585,46;R$ 4.817,56;R$ 8.029,27;R$ 8.029,27;R$ 8.029,27;R$ 189.490,84;13168007,31%;40;VERMELHO;
0713589-14.2021.8.07.0001;Brasília;DF;Lote vazio;695,08 m²;Condomínio Morada de Deus, lote 19, Rua Miriam, Setor Habitacional Jardim Botânico, BRASÍLIA - DF - CEP: 71680-613;R$ 316.226,65;50%;05/05/2026;08/05/2026;R$ 158.113,33;R$ 4.743,40;R$ 7.905,67;R$ 7.905,67;R$ 7.905,67;R$ 186.573,72;12965292,65%;70;AMARELO;
0184000-96.2008.5.02.0383;São Paulo;SP;Terreno;329,87 m²;Rua Barra de Santo Antônio, 38, Jardim Buriti, São Paulo/SP;R$ 308.571,42;50%;16/07/2026;16/07/2026;R$ 154.285,71;R$ 4.628,57;R$ 7.714,29;R$ 7.714,29;R$ 7.714,29;R$ 182.057,14;12651428,22%;45;VERMELHO;
0011006-85.2019.8.16.0173;Umuarama;PR;Sítio/Lote;1.794,96 m²;Rua Projetada B- San Lourenço, s/n, Bairro Jardim San Loureço, Umuarama/PR;R$ 300.000,00;60%;11/05/2026;25/05/2026;R$ 180.000,00;R$ 5.400,00;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;R$ 212.400,00;8760000,00%;60;AMARELO;
1001287-69.2024.5.02.0612;São Paulo;SP;Residência;54,55 m²;Rua Aquiras, 193 - Residência 04 - Condomínio Residencial Aquiras - Vila Granada;R$ 300.000,00;60%;16/07/2026;16/07/2026;R$ 180.000,00;R$ 5.400,00;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;R$ 212.400,00;8760000,00%;60;AMARELO;
0010100-69.2002.5.02.0064;Mauá;SP;Casa e Terreno;125,00 m²;Rua Valdemar Costa Filho, 208, Parque São Vicente, Mauá/SP;R$ 300.000,00;100%;16/07/2026;16/07/2026;R$ 300.000,00;R$ 9.000,00;R$ 15.000,00;R$ 15.000,00;R$ 15.000,00;R$ 354.000,00;-5400000,00%;45;VERMELHO;
0112200-15.2006.5.02.0080;São Paulo;SP;Prédio;134,87 m²;Rua Laura dos Anjos Ramos, 76, Vila Santa Cruz;R$ 300.000,00;70%;16/07/2026;16/07/2026;R$ 210.000,00;R$ 6.300,00;R$ 10.500,00;R$ 10.500,00;R$ 10.500,00;R$ 247.800,00;5220000,00%;95;VERDE;
0029672-19.2010.8.13.0696;Tupaciguara;MG;Casa Residencial;57,75 m²;Avenida Adolfo Fidélis, nº 65, no Bairro Paineiras, Tupaciguara/MG;R$ 300.000,00;70%;03/06/2026;03/06/2026;R$ 210.000,00;R$ 6.300,00;R$ 10.500,00;R$ 10.500,00;R$ 10.500,00;R$ 247.800,00;5220000,00%;55;VERMELHO;
0100859-60.2019.5.01.0016;Rio de Janeiro;RJ;Apartamento;73,00 m²;Rua Rocha Fragoso 16, Apt° 303, Andaraí;R$ 295.650,00;50%;12/05/2026;19/05/2026;R$ 147.825,00;R$ 4.434,75;R$ 7.391,25;R$ 7.391,25;R$ 7.391,25;R$ 174.433,50;12121650,00%;55;VERMELHO;
1000719-46.2017.5.02.0241;Mongaguá;SP;Casa;0,00 m²;Rua Ramon Garcia Júnior, nº 30, Balneário Arati (lado praia), Mongaguá/SP;R$ 295.000,00;50%;16/07/2026;16/07/2026;R$ 147.500,00;R$ 4.425,00;R$ 7.375,00;R$ 7.375,00;R$ 7.375,00;R$ 174.050,00;12095000,00%;60;AMARELO;
5000190-90.2019.8.13.0512;Montes Claros;MG;Imóvel rural;19,68 m²;Sítio do Sonho, Montes Claros/MG;R$ 290.000,00;50%;27/04/2026;23/11/2026;R$ 145.000,00;R$ 4.350,00;R$ 7.250,00;R$ 7.250,00;R$ 7.250,00;R$ 171.100,00;11890000,00%;80;VERDE;
0093716-26.2011.8.13.0433;MONTES CLAROS;MG;Loja Comercial;0,00 m²;Avenida Leonel Beirão de Jesus, 1.785, bairro Doutor Antônio Pimenta;R$ 290.000,00;75%;05/05/2026;03/06/2026;R$ 217.500,00;R$ 6.525,00;R$ 10.875,00;R$ 10.875,00;R$ 10.875,00;R$ 256.650,00;3335000,00%;70;AMARELO;
0011704-71.2015.5.01.0247;Rio de Janeiro;RJ;Equipamentos médicos;0,00 m²;N/D;R$ 287.000,00;40%;25/05/2026;26/05/2026;R$ 114.800,00;R$ 3.444,00;R$ 5.740,00;R$ 5.740,00;R$ 5.740,00;R$ 135.464,00;15153600,00%;75;AMARELO;
0006100-40.2009.5.02.0077;Caraguatatuba;SP;Terreno;283,50 m²;Rua Rio Paraná, sem número, entre as casas 240 e 248, Massaguaçu, Caraguatatuba/SP;R$ 285.000,00;100%;04/08/2026;04/08/2026;R$ 285.000,00;R$ 8.550,00;R$ 14.250,00;R$ 14.250,00;R$ 14.250,00;R$ 336.300,00;-5130000,00%;85;VERDE;
5005057-49.2024.8.13.0287;Guaxupé;MG;Casa;150,96 m²;Rua Alberto Carlos Pereira Filho, n° 60, bairro Parque dos Imigrantes, Guaxupé/MG;R$ 280.000,00;50%;27/04/2026;23/11/2026;R$ 140.000,00;R$ 4.200,00;R$ 7.000,00;R$ 7.000,00;R$ 7.000,00;R$ 165.200,00;11480000,00%;20;VERMELHO;
0000021-52.2025.8.26.0534;Caraguatatuba;SP;Terreno;263,00 m²;Avenida Marechal Floriano Peixoto, s/n, Quadra 60, Lote 10 – Caraguatatuba/SP;R$ 279.823,38;50%;15/05/2026;15/06/2026;R$ 139.911,69;R$ 4.197,35;R$ 6.995,58;R$ 6.995,58;R$ 6.995,58;R$ 165.095,79;11472758,58%;55;VERMELHO;
0012625-32.2016.8.16.0019;Ponta Grossa;PR;Terreno;360,18 m²;Lote de terreno n° 108 da quadra nº 4, Parque dos Ingleses, Bairro do Jardim Carvalho, com frente para a Rua nº 5, Ponta Grossa/PR;R$ 275.915,50;50%;12/05/2026;19/05/2026;R$ 137.957,75;R$ 4.138,73;R$ 6.897,89;R$ 6.897,89;R$ 6.897,89;R$ 162.790,15;11312535,50%;90;VERDE;
0000458-52.2025.5.12.0011;Rio do Sul;SC;Veículo;0,00 m²;Rua São Jorge |, s/nº, Bairro São Jorge |, CEP 89.135-000, APIÚNA/SC;R$ 275.655,00;50%;19/05/2026;19/05/2026;R$ 137.827,50;R$ 4.134,83;R$ 6.891,38;R$ 6.891,38;R$ 6.891,38;R$ 162.636,45;11301855,00%;85;VERDE;
0001217-98.2010.5.02.0373;Santo Expedito;SP;Sítio com casa;100.000,00 m²;Rodovia Júlio Budisk, Km 44, a 450 metros do Santuário de Santo Expedito (denominado, Sitio Gonçalves, situado na Fazenda Montalvão) Santo Expedito/SP;R$ 275.305,80;60%;16/07/2026;16/07/2026;R$ 165.183,48;R$ 4.955,50;R$ 8.259,17;R$ 8.259,17;R$ 8.259,17;R$ 194.916,51;8038929,36%;80;VERDE;
1000760-81.2019.5.02.0422;Mairiporã;SP;Terreno;1.610,75 m²;Rua Dom Miguel de Bragança de Austria, 33 - Quadra W - Lote 03 e 04 - Roseira - Mairiporã/SP;R$ 275.000,00;50%;16/07/2026;16/07/2026;R$ 137.500,00;R$ 4.125,00;R$ 6.875,00;R$ 6.875,00;R$ 6.875,00;R$ 162.250,00;11275000,00%;15;VERMELHO;
1017774-82.2017.8.26.0114;Campinas;SP;Apartamento;45,19 m²;Rua Santa Rita do Passa Quatro nº 85, Condomínio Residencial Turquesa Ville, Apartamento nº 503, Bloco 2;R$ 270.800,00;60%;04/05/2026;03/06/2026;R$ 162.480,00;R$ 4.874,40;R$ 8.124,00;R$ 8.124,00;R$ 8.124,00;R$ 191.726,40;7907360,00%;70;AMARELO;
0116300-81.2006.5.01.0034;São Gonçalo;RJ;Imóvel;242,44 m²;RUA JOAQUIM DE OLIVEIRA, nº 1334, no 4º distrito deste município;R$ 270.000,00;40%;25/05/2026;26/05/2026;R$ 108.000,00;R$ 3.240,00;R$ 5.400,00;R$ 5.400,00;R$ 5.400,00;R$ 127.440,00;14256000,00%;80;VERDE;
0737746-22.2019.8.07.0001;CEILÂNDIA;DF;Casa;26,32 m²;QNP 26(VINTE E SEIS), CONJUNTO B , LOTE 11(ONZE) CEILÂNDIA/DF;R$ 270.000,00;50%;06/05/2026;08/05/2026;R$ 135.000,00;R$ 4.050,00;R$ 6.750,00;R$ 6.750,00;R$ 6.750,00;R$ 159.300,00;11070000,00%;25;VERMELHO;
0722020-97.2018.8.07.0015;Águas Claras;DF;Sala Comercial com Vaga de Garagem;30,20 m²;Rua 03 Norte, Lote 05, Bloco A, Residencial Villa Grécia, Águas Claras-DF;R$ 267.500,00;50%;04/05/2026;03/06/2026;R$ 133.750,00;R$ 4.012,50;R$ 6.687,50;R$ 6.687,50;R$ 6.687,50;R$ 157.825,00;10967500,00%;60;AMARELO;
0065266-36.2021.8.16.0014;Londrina;PR;Casa;153,18 m²;Rua da Ternura n. 557, Bairro Conjunto Habitacional Ruy Virmond Carnascialli II;R$ 265.000,00;50%;04/05/2026;18/05/2026;R$ 132.500,00;R$ 3.975,00;R$ 6.625,00;R$ 6.625,00;R$ 6.625,00;R$ 156.350,00;10865000,00%;95;VERDE;
0014969-20.2024.8.16.0014;Londrina;PR;Apartamento;76,14 m²;rua Argentina n. 261, Bairro Vila Brasil, nesta cidade;R$ 265.000,00;50%;13/04/2026;06/05/2026;R$ 132.500,00;R$ 3.975,00;R$ 6.625,00;R$ 6.625,00;R$ 6.625,00;R$ 156.350,00;10865000,00%;65;AMARELO;
5000738-35.2019.8.13.0183;Conselheiro Lafaiete;MG;Terreno com benfeitorias;200,00 m²;Rua Expedicionário Jaime Dias, nº 75, Bairro São João, Conselheiro Lafaiete/MG;R$ 260.000,00;50%;16/04/2026;30/04/2026;R$ 130.000,00;R$ 3.900,00;R$ 6.500,00;R$ 6.500,00;R$ 6.500,00;R$ 153.400,00;10660000,00%;15;VERMELHO;
0025101-27.2019.8.11.0055;Tangará da Serra;MT;Casa;0,00 m²;Rua da Garça, quadra 16, lote 11, Bairro Alto Boa Vista, Tangará da Serra/MT;R$ 255.854,46;50%;25/05/2026;28/05/2026;R$ 127.927,23;R$ 3.837,82;R$ 6.396,36;R$ 6.396,36;R$ 6.396,36;R$ 150.954,13;10490032,86%;60;AMARELO;
0505824-43.2011.8.26.0309;Jundiaí;SP;Casa;0,00 m²;Alameda das Tipuanas (ou rua Ema Escatamburgo Baad), nº 505, casa 13, Rio Acima;R$ 255.419,06;60%;30/04/2026;26/05/2026;R$ 153.251,44;R$ 4.597,54;R$ 7.662,57;R$ 7.662,57;R$ 7.662,57;R$ 180.836,69;7458236,55%;50;VERMELHO;
0000741-16.2021.8.16.0153;Santo Antônio da Platina;PR;Casa;145,00 m²;Lote de terreno nº 93, Jardim São Pedro, Santo Antônio da Platina;R$ 254.184,12;50%;20/04/2026;26/05/2026;R$ 127.092,06;R$ 3.812,76;R$ 6.354,60;R$ 6.354,60;R$ 6.354,60;R$ 149.968,63;10421548,92%;60;AMARELO;
0001706-20.2016.5.12.0027;Jaguaruna;SC;Casa em Terreno;110,00 m²;Lote nº 16, Quadra nº 300, Loteamento Balneário Esplanada (Frente com a Rua Projetada), Jaguaruna/SC;R$ 250.000,00;75%;20/05/2026;27/05/2026;R$ 187.500,00;R$ 5.625,00;R$ 9.375,00;R$ 9.375,00;R$ 9.375,00;R$ 221.250,00;2875000,00%;75;AMARELO;
1000396-14.2019.5.02.0001;São Paulo;SP;Imóvel comercial;167,04 m²;Rua Francisco Alves Bezerra, 1525/1531, Jardim Brasil, Tucuruvi;R$ 250.000,00;40%;16/07/2026;16/07/2026;R$ 100.000,00;R$ 3.000,00;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00;R$ 118.000,00;13200000,00%;80;VERDE;
0000846-21.2024.5.06.0313;Caruaru;PE;Terreno;127,50 m²;Rua Guaratinguetá, bairro Kennedy, Caruaru/PE;R$ 250.000,00;60%;14/04/2026;15/09/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;7300000,00%;75;AMARELO;
0000846-21.2024.5.06.0313;CARUARU;PE;Terreno;127,50 m²;Rua Guaratinguetá, bairro Kennedy, Caruaru/PE;R$ 250.000,00;60%;15/04/2026;15/09/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;7300000,00%;90;VERDE;
0000846-21.2024.5.06.0313;Caruaru;PE;Terreno;127,50 m²;Rua Guaratinguetá, bairro Kennedy, Caruaru/PE;R$ 250.000,00;60%;14/04/2026;15/09/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;7300000,00%;85;VERDE;
0247824-31.2001.8.13.0702;Uberlândia;MG;Loja;79,58 m²;Avenida Raulino Cotta Pacheco, nº 1589, Condomínio Varejão da Rodoviária, Galeria Martins, Uberlândia/MG;R$ 250.000,00;50%;17/06/2026;01/07/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;10250000,00%;50;VERMELHO;
0000252-36.2024.5.13.0014;CAMPINA GRANDE;PB;Máquina;0,00 m²;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 3525 - ACACIO FIGUEIREDO - CAMPINA GRANDE - PB - CEP: 58421-010;R$ 250.000,00;90%;13/04/2026;;R$ 225.000,00;R$ 6.750,00;R$ 11.250,00;R$ 11.250,00;R$ 11.250,00;R$ 265.500,00;-1550000,00%;50;VERMELHO;
0000361-94.2021.5.23.0008;Cuiabá;MT;Veículo;0,00 m²;AVENIDA FERNANDO CORREA DA COSTA, s/n, rua da lixeira PICO DO AMOR - CUIABA - MT - CEP: 78065-000;R$ 250.000,00;80%;18/05/2026;11/06/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;1400000,00%;40;VERMELHO;
0100060-93.2020.5.01.0044;Rio de Janeiro;RJ;Sala Comercial;60,00 m²;Avenida das Américas, 5001, Sala 221, Edifício Midtown Nova Ipanema, Barra da Tijuca;R$ 250.000,00;50%;26/05/2026;28/05/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;10250000,00%;10;VERMELHO;
0100060-93.2020.5.01.0044;Rio de Janeiro;RJ;Sala Comercial;60,00 m²;"SALA 221 com dependências na cobertura do ""Edifício Midtown Nova Ipanema"", Avenida das Américas número 5001, freguesia de Jacarepaguá, Barra da Tijuca, Rio de Janeiro/RJ";R$ 250.000,00;50%;26/05/2026;28/05/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;10250000,00%;0;VERMELHO;
0100060-93.2020.5.01.0044;Rio de Janeiro;RJ;Sala comercial;60,00 m²;SALA 221 no Edifício Midtown Nova Ipanema, Avenida das Américas, 5001, Jacarepaguá, Barra da Tijuca;R$ 250.000,00;50%;26/05/2026;28/05/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;10250000,00%;15;VERMELHO;
0100060-93.2020.5.01.0044;Rio de Janeiro;RJ;Sala Comercial;60,00 m²;Avenida das Américas, 5001, Jacarepaguá, Barra da Tijuca;R$ 250.000,00;50%;26/05/2026;28/05/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;10250000,00%;10;VERMELHO;
0100060-93.2020.5.01.0044;Rio de Janeiro;RJ;Sala Comercial;60,00 m²;Avenida das Américas, 5001, Sala 221, Edifício Midtown Nova Ipanema, Barra da Tijuca;R$ 250.000,00;50%;26/05/2026;28/05/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;10250000,00%;5;VERMELHO;
0000608-05.2018.5.13.0026;João Pessoa;PB;Apartamento;68,49 m²;Apartamento nº 102, Térreo, Prédio Residencial João Vítor VI, Rua Júlia Ribeiro da Silva, nº 1133, Bairro Cristo Redentor;R$ 240.000,00;100%;17/04/2026;30/04/2026;R$ 240.000,00;R$ 7.200,00;R$ 12.000,00;R$ 12.000,00;R$ 12.000,00;R$ 283.200,00;-4320000,00%;95;VERDE;
0060470-97.2010.8.26.0114;Campinas;SP;Apartamento;72,22 m²;Rua Fausto Dias de Melo, n° 467, bairro Vila Paraíso, Campinas/SP;R$ 236.000,00;80%;16/04/2026;25/05/2026;R$ 188.800,00;R$ 5.664,00;R$ 9.440,00;R$ 9.440,00;R$ 9.440,00;R$ 222.784,00;1321600,00%;70;AMARELO;
0010800-43.2000.5.02.0443;São Vicente;SP;Apartamento;56,98 m²;Rua Guarany, 495, Apto. 24, Parque São Vicente, São Vicente/SP;R$ 230.000,00;70%;16/07/2026;16/07/2026;R$ 161.000,00;R$ 4.830,00;R$ 8.050,00;R$ 8.050,00;R$ 8.050,00;R$ 189.980,00;4002000,00%;55;VERMELHO;
0001742-38.2005.8.16.0075;Figueira;PR;Terreno Rural;4,84 m²;Lugar designado Cerrado ou Figueira, Figueira, Curiúva/PR;R$ 229.652,28;50%;18/04/2026;23/04/2026;R$ 114.826,14;R$ 3.444,78;R$ 5.741,31;R$ 5.741,31;R$ 5.741,31;R$ 135.494,85;9415743,48%;70;AMARELO;
0001153-10.2022.8.16.0153;Santo Antônio da Platina;PR;Terreno;1.717,62 m²;LOTE nº 7L, loteamento JOAO FURTADO DOS SANTOS, Santo Antônio da Platina/PR;R$ 225.000,00;60%;15/04/2026;26/05/2026;R$ 135.000,00;R$ 4.050,00;R$ 6.750,00;R$ 6.750,00;R$ 6.750,00;R$ 159.300,00;6570000,00%;55;VERMELHO;
0000222-17.1993.8.11.0006;Cáceres;MT;Terreno;404,52 m²;Rua das Maravilhas, Lote 2, Quadra A, Loteamento Maravilha IV, Bairro Cavalhada, Cáceres/MT;R$ 222.529,02;50%;08/06/2026;02/07/2026;R$ 111.264,51;R$ 3.337,94;R$ 5.563,23;R$ 5.563,23;R$ 5.563,23;R$ 131.292,12;9123689,82%;60;AMARELO;
5006610-48.2019.8.13.0145;Juiz de Fora;MG;Casa;99,00 m²;Rua Silvia Vidal Lage, nº 427, Bairro Jóquei Clube, Juiz de Fora/MG, CEP: 36083700;R$ 220.586,70;60%;17/04/2026;25/06/2026;R$ 132.352,02;R$ 3.970,56;R$ 6.617,60;R$ 6.617,60;R$ 6.617,60;R$ 156.175,38;6441131,64%;60;AMARELO;
0001401-64.2014.5.23.0006;Cuiabá;MT;Apartamento;61,40 m²;EDIFÍCIO RESIDENCIAL VILA DEL REY à Avenida Filinto Muller, Distrito desta capital. Apartamento n. 201, do Bloco A;R$ 220.000,00;60%;18/05/2026;11/06/2026;R$ 132.000,00;R$ 3.960,00;R$ 6.600,00;R$ 6.600,00;R$ 6.600,00;R$ 155.760,00;6424000,00%;25;VERMELHO;
0001976-20.2005.8.16.0075;Ibaiti;PR;Terreno;327,00 m²;Lote de terreno urbano sob nº07, da quadra nº06, loteamento Santo Antônio de Pádua, Ibaiti/PR;R$ 220.000,00;50%;18/04/2026;23/04/2026;R$ 110.000,00;R$ 3.300,00;R$ 5.500,00;R$ 5.500,00;R$ 5.500,00;R$ 129.800,00;9020000,00%;50;VERMELHO;
4546259-41.2008.8.13.0702;Uberlândia;MG;Apartamento;79,00 m²;Rua Paraíba nº 1.795, Bairro Marta Helena, Edifício Amazonas do Condomínio Vitória Régia;R$ 219.212,50;70%;15/06/2026;29/06/2026;R$ 153.448,75;R$ 4.603,46;R$ 7.672,44;R$ 7.672,44;R$ 7.672,44;R$ 181.069,53;3814297,50%;45;VERMELHO;
4546259-41.2008.8.13.0702;Uberlândia;MG;Apartamento;79,00 m²;Rua Paraíba, nº 1.795, Apartamento 32, Edifício Amazonas, Condomínio Vitória Régia, Bairro Marta Helena;R$ 219.212,50;70%;15/06/2026;29/06/2026;R$ 153.448,75;R$ 4.603,46;R$ 7.672,44;R$ 7.672,44;R$ 7.672,44;R$ 181.069,53;3814297,50%;25;VERMELHO;
